draw,date,winning number 1,2,3,4,5,6,extra number,from last,low,high,odd,even,1-10,11-20,21-30,31-40,41-50,division 1 winners,division 1 prize,division 2 winners,division 2 prize,division 3 winners,division 3 prize,division 4 winners,division 4 prize,division 5 winners,division 5 prize,division 6 winners,division 6 prize,division 7 winners,division 7 prize,turnover,main1,main2,main3,main4,main5,main6,extra
16/062,2016-06-04,8.0,16.0,21.0,32.0,38.0,48.0,11.0,,3.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1613960.0,68.5,62830.0,165.5,9600.0,3787.5,640.0,4452.7,320.0,61520.4,40.0,36522960.0,8,,,,,,
16/063,2016-06-06,2.0,5.0,8.0,12.0,20.0,49.0,47.0,8,5.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.5,671440.0,140.0,19200.0,175.0,9600.0,5356.7,640.0,4193.5,320.0,74950.5,40.0,31165111.0,2,,,,,,
16/064,2016-06-08,4.0,13.0,34.0,36.0,42.0,48.0,19.0,,2.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,1182070.0,53.5,117830.0,186.0,9600.0,3727.4,640.0,5157.7,320.0,71845.0,40.0,48176130.0,4,,,,,,
16/065,2016-06-11,10.0,14.0,23.0,29.0,40.0,42.0,11.0,42,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.5,1104710.0,61.0,120730.0,209.5,9600.0,3674.9,640.0,6192.6,320.0,75133.1,40.0,54783133.0,10,,,,,,
16/066,2016-06-14,13.0,15.0,30.0,36.0,44.0,49.0,37.0,,2.0,4.0,3.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,787320.0,75.5,111230.0,223.0,9600.0,5350.5,640.0,6009.0,320.0,101368.4,40.0,64100768.0,13,,,,,,
16/067,2016-06-16,19.0,22.0,27.0,29.0,45.0,48.0,4.0,,2.0,4.0,4.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,26446460.0,0.5,1377730.0,108.5,84650.0,239.5,9600.0,4964.5,640.0,6971.9,320.0,99377.9,40.0,68362653.0,19,,,,,,
16/068,2016-06-18,4.0,5.0,8.0,12.0,34.0,37.0,24.0,,4.0,2.0,2.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.5,345000.0,51.0,63130.0,225.5,9600.0,3293.6,640.0,5901.4,320.0,62280.1,40.0,32405053.0,4,,,,,,
16/069,2016-06-21,9.0,10.0,20.0,21.0,38.0,39.0,49.0,,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,132130.0,168.1,23050.0,298.0,9600.0,5396.1,640.0,7080.0,320.0,81649.8,40.0,41656253.0,9,,,,,,
16/070,2016-06-23,6.0,9.0,21.0,35.0,48.0,49.0,29.0,"9,21",3.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.5,1106430.0,107.0,41360.0,212.5,9600.0,6044.5,640.0,6232.0,320.0,81408.4,40.0,43180821.0,6,,,,,,
16/071,2016-06-25,10.0,15.0,22.0,38.0,42.0,43.0,18.0,,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.5,11898035.0,3.0,717390.0,59.0,97270.0,208.5,9600.0,3335.5,640.0,4939.9,320.0,64268.7,40.0,44545953.0,10,,,,,,
16/072,2016-06-28,7.0,13.0,23.0,30.0,32.0,48.0,36.0,,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,631300.0,76.0,66450.0,263.0,9600.0,4208.9,640.0,6664.4,320.0,77622.7,40.0,45057208.0,7,,,,,,
16/073,2016-06-30,2.0,5.0,6.0,7.0,16.0,29.0,35.0,7,5.0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,22324120.0,0.5,790720.0,230.0,19200.0,211.0,9600.0,8060.8,640.0,5633.9,320.0,107534.5,40.0,46468294.0,2,,,,,,
16/074,2016-07-02,2.0,8.0,16.0,32.0,33.0,37.0,5.0,"2,16",3.0,3.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,595420.0,61.0,52050.0,261.5,9600.0,3097.9,640.0,5009.1,320.0,51487.7,40.0,31258661.0,2,,,,,,
16/075,2016-07-05,1.0,6.0,13.0,17.0,34.0,44.0,38.0,,4.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,1019325.0,54.0,100670.0,133.9,9600.0,3557.8,640.0,4431.9,320.0,68640.7,40.0,41965751.0,1,,,,,,
16/076,2016-07-07,13.0,14.0,21.0,31.0,38.0,44.0,22.0,"13,44",3.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2217530.0,54.0,109500.0,182.0,9600.0,3437.5,640.0,4887.9,320.0,65228.9,40.0,45122563.0,13,,,,,,
16/077,2016-07-09,7.0,19.0,20.0,28.0,30.0,31.0,29.0,31,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,4.5,422210.0,86.0,58910.0,326.0,9600.0,4600.3,640.0,7364.8,320.0,82583.2,40.0,47505745.0,7,,,,,,
16/078,2016-07-12,12.0,20.0,31.0,32.0,35.0,45.0,18.0,"20,31",2.0,4.0,3.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,36859760.0,1.5,2082640.0,71.5,116510.0,230.0,9600.0,4464.5,640.0,6954.5,320.0,88698.1,40.0,62453477.0,12,,,,,,
16/079,2016-07-14,16.0,21.0,30.0,36.0,38.0,47.0,48.0,,2.0,4.0,2.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.5,607750.0,34.5,117440.0,189.5,9600.0,2432.2,640.0,5500.5,320.0,50352.2,40.0,33853850.0,16,,,,,,
16/080,2016-07-16,1.0,2.0,7.0,16.0,24.0,34.0,36.0,16,5.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.5,452100.0,86.5,48780.0,183.5,9600.0,4277.3,640.0,4751.8,320.0,73708.5,40.0,38075019.0,1,,,,,,
16/081,2016-07-19,7.0,21.0,27.0,33.0,46.0,47.0,4.0,7,2.0,4.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,1376260.0,267.0,68720.0,624.5,9600.0,13840.0,640.0,18292.3,320.0,243069.8,40.0,149707089.0,7,,,,,,
16/082,2016-07-22,10.0,11.0,22.0,41.0,44.0,46.0,35.0,46,3.0,3.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,0.5,53946950.0,6.5,1397430.0,320.0,75690.0,778.5,9600.0,18226.5,640.0,21103.5,320.0,322335.4,40.0,195054501.0,10,,,,,,
16/083,2016-07-24,11.0,18.0,26.0,31.0,39.0,44.0,24.0,"11,44",2.0,4.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,68372410.0,4.5,1068550.0,140.0,91590.0,343.5,9600.0,7161.6,640.0,10564.4,320.0,136822.0,40.0,96225046.0,11,,,,,,
16/084,2016-07-26,3.0,14.0,17.0,21.0,28.0,49.0,12.0,,4.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0,56140.0,160.0,9600.0,3404.7,640.0,4631.2,320.0,57076.1,40.0,34132637.0,3,,,,,,
16/085,2016-07-28,12.0,20.0,24.0,35.0,39.0,47.0,15.0,,3.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,0.5,8021080.0,0.0,0.0,62.5,93110.0,149.5,9600.0,2916.1,640.0,4024.6,320.0,56043.7,40.0,42258493.0,12,,,,,,
16/086,2016-07-30,9.0,21.0,29.0,33.0,35.0,48.0,28.0,35,2.0,4.0,5.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,15741020.0,4.5,410180.0,88.5,55610.0,173.5,9600.0,3938.7,640.0,5565.9,320.0,70315.7,40.0,41301316.0,9,,,,,,
16/087,2016-08-02,7.0,11.0,12.0,19.0,21.0,39.0,49.0,21,5.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1127160.0,83.4,36040.0,212.0,9600.0,4785.2,640.0,5352.5,320.0,73520.8,40.0,33349936.0,7,,,,,,
16/088,2016-08-04,10.0,16.0,34.0,41.0,45.0,47.0,7.0,,2.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,14233140.0,0.0,0.0,49.5,111930.0,117.0,9600.0,2834.5,640.0,3819.2,320.0,52011.3,40.0,39743010.0,10,,,,,,
16/089,2016-08-06,2.0,17.0,23.0,32.0,36.0,40.0,3.0,,3.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,8000000.0,1.5,1068700.0,57.5,74340.0,156.5,9600.0,2705.2,640.0,4522.7,320.0,49877.8,40.0,34111314.0,2,,,,,,
16/090,2016-08-09,5.0,9.0,13.0,22.0,34.0,39.0,40.0,,4.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,66640.0,123.5,9600.0,3661.8,640.0,3662.2,320.0,66245.1,40.0,36331042.0,5,,,,,,
16/091,2016-08-11,10.0,11.0,19.0,23.0,30.0,38.0,13.0,,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1689050.0,93.5,48170.0,184.0,9600.0,4573.8,640.0,5379.5,320.0,79489.0,40.0,40682664.0,10,,,,,,
16/092,2016-08-13,3.0,4.0,11.0,23.0,44.0,47.0,24.0,"11,23",4.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1890900.0,61.5,81990.0,244.5,9600.0,3899.5,640.0,6334.5,320.0,72803.7,40.0,43768215.0,3,,,,,,
16/093,2016-08-16,5.0,12.0,14.0,20.0,27.0,46.0,26.0,,4.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1124540.0,90.0,66630.0,214.5,9600.0,4774.9,640.0,6528.4,320.0,84946.7,40.0,50146104.0,5,,,,,,
16/094,2016-08-18,3.0,17.0,20.0,22.0,45.0,46.0,30.0,"20,46",4.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1436730.0,70.5,108680.0,169.5,9600.0,3753.5,640.0,5137.5,320.0,74926.7,40.0,55039851.0,3,,,,,,
16/095,2016-08-20,2.0,3.0,15.0,28.0,46.0,48.0,33.0,"3,46",3.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,963100.0,64.5,119450.0,209.0,9600.0,4705.0,640.0,6905.7,320.0,92097.6,40.0,59404718.0,2,,,,,,
16/096,2016-08-23,14.0,16.0,24.0,25.0,43.0,44.0,3.0,,3.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0,0.5,27923330.0,2.0,1899430.0,128.5,78830.0,286.5,9600.0,7145.5,640.0,8763.0,320.0,122840.1,40.0,79392309.0,14,,,,,,
16/097,2016-08-25,4.0,20.0,34.0,35.0,40.0,47.0,3.0,,2.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,36248280.0,3.0,924990.0,77.5,95480.0,219.5,9600.0,4287.9,640.0,5895.9,320.0,82751.3,40.0,56255099.0,4,,,,,,
16/098,2016-08-27,3.0,6.0,13.0,24.0,37.0,43.0,30.0,,4.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1516570.0,51.5,78520.0,124.5,9600.0,2735.9,640.0,3869.2,320.0,54343.0,40.0,32349060.0,3,,,,,,
16/099,2016-08-30,14.0,20.0,21.0,31.0,34.0,42.0,25.0,,3.0,3.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,0.5,7222870.0,1.0,2148580.0,64.5,88830.0,156.0,9600.0,3311.4,640.0,4232.7,320.0,65294.3,40.0,43191955.0,14,,,,,,
16/100,2016-09-01,8.0,11.0,13.0,30.0,34.0,49.0,2.0,34,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1843760.0,56.0,87790.0,168.5,9600.0,3216.5,640.0,4759.6,320.0,65687.1,40.0,39507677.0,8,,,,,,
16/101,2016-09-04,8.0,25.0,26.0,28.0,38.0,43.0,22.0,8,1.0,5.0,2.0,4.0,1.0,0.0,3.0,1.0,1.0,0.5,9302095.0,3.0,650000.0,83.0,62650.0,223.0,9600.0,4483.4,640.0,6810.6,320.0,81443.0,40.0,45802000.0,8,,,,,,
16/102,2016-09-06,11.0,15.0,33.0,41.0,43.0,48.0,27.0,43,2.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.5,893960.0,63.0,94590.0,132.5,9600.0,3244.5,640.0,4604.9,320.0,62258.6,40.0,43861879.0,11,,,,,,
16/103,2016-09-08,3.0,4.0,5.0,26.0,45.0,48.0,14.0,48,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2204510.0,71.5,82210.0,172.0,9600.0,4113.5,640.0,5325.1,320.0,76951.8,40.0,46696732.0,3,,,,,,
16/104,2016-09-10,7.0,16.0,32.0,37.0,38.0,46.0,22.0,,2.0,4.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.5,1500440.0,58.5,102590.0,204.0,9600.0,4090.3,640.0,5572.4,320.0,72458.7,40.0,47678029.0,7,,,,,,
16/105,2016-09-13,1.0,13.0,19.0,21.0,38.0,49.0,23.0,38,4.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,55625480.0,11.0,710240.0,330.0,63130.0,775.5,9600.0,16064.2,640.0,21582.6,320.0,288971.4,40.0,173013664.0,1,,,,,,
16/106,2016-09-15,24.0,25.0,34.0,35.0,44.0,49.0,30.0,49,1.0,5.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.5,1158690.0,90.5,51210.0,117.0,9600.0,3102.0,640.0,3627.6,320.0,52859.8,40.0,35401214.0,24,,,,,,
16/107,2016-09-17,3.0,18.0,21.0,25.0,31.0,42.0,26.0,25,3.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1874420.0,50.0,99960.0,126.0,9600.0,2897.7,640.0,3861.1,320.0,56066.5,40.0,37545147.0,3,,,,,,
16/108,2016-09-20,4.0,16.0,19.0,27.0,41.0,44.0,25.0,,3.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,0.5,10360075.0,4.0,591400.0,81.7,77210.0,181.0,9600.0,3771.2,640.0,4734.7,320.0,67528.8,40.0,47588946.0,4,,,,,,
16/109,2016-09-22,5.0,30.0,38.0,43.0,44.0,47.0,14.0,44,1.0,5.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,47.0,123560.0,121.0,9600.0,2659.5,640.0,4238.0,320.0,55294.8,40.0,41455850.0,5,,,,,,
16/110,2016-09-24,1.0,17.0,20.0,34.0,43.0,44.0,42.0,"43,44",3.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,26170670.0,1.0,2366470.0,50.5,124960.0,136.0,9600.0,3255.5,640.0,4867.5,320.0,64387.7,40.0,46035258.0,1,,,,,,
16/111,2016-09-27,12.0,16.0,19.0,23.0,28.0,32.0,27.0,,4.0,2.0,2.0,4.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1568520.0,72.7,57530.0,161.0,9600.0,3493.6,640.0,4486.4,320.0,61651.4,40.0,35507837.0,12,,,,,,
16/112,2016-09-29,14.0,20.0,28.0,33.0,41.0,48.0,40.0,28,2.0,4.0,2.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1999100.0,43.0,123970.0,132.0,9600.0,2773.0,640.0,3713.0,320.0,54383.2,40.0,38983073.0,14,,,,,,
16/113,2016-10-02,7.0,8.0,21.0,22.0,34.0,46.0,6.0,,4.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.5,899560.0,59.0,81310.0,253.0,9600.0,4314.1,640.0,6837.9,320.0,78362.5,40.0,43875706.0,7,,,,,,
16/114,2016-10-04,2.0,6.0,10.0,28.0,38.0,40.0,30.0,,3.0,3.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0,0.5,12959355.0,1.0,1874820.0,92.0,54340.0,334.4,9600.0,5360.3,640.0,8079.3,320.0,93002.2,40.0,49409715.0,2,,,,,,
16/115,2016-10-06,5.0,11.0,13.0,19.0,33.0,48.0,34.0,,4.0,2.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.5,934850.0,79.0,63110.0,187.5,9600.0,4382.0,640.0,5303.3,320.0,80195.2,40.0,42975530.0,5,,,,,,
16/116,2016-10-09,12.0,26.0,28.0,36.0,45.0,49.0,9.0,,1.0,5.0,2.0,4.0,0.0,1.0,2.0,1.0,2.0,1.0,25102070.0,2.5,746500.0,105.0,47390.0,403.5,9600.0,4484.1,640.0,11189.9,320.0,81093.4,40.0,50444713.0,12,,,,,,
16/117,2016-10-11,16.0,19.0,24.0,28.0,36.0,42.0,13.0,"28,36",3.0,3.0,1.0,5.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.5,995050.0,56.0,71070.0,176.0,9600.0,2682.2,640.0,4277.8,320.0,48724.3,40.0,32701374.0,16,,,,,,
16/118,2016-10-13,2.0,9.0,16.0,27.0,32.0,40.0,46.0,16,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1972210.0,55.0,95620.0,133.0,9600.0,3042.1,640.0,3491.5,320.0,61434.6,40.0,39346088.0,2,,,,,,
16/119,2016-10-15,7.0,12.0,18.0,27.0,28.0,40.0,10.0,"27,40",3.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.5,627400.0,62.5,66920.0,266.7,9600.0,4111.2,640.0,7162.2,320.0,72335.1,40.0,40495746.0,7,,,,,,
16/120,2016-10-18,8.0,27.0,28.0,30.0,38.0,41.0,12.0,"27,28",1.0,5.0,2.0,4.0,1.0,0.0,3.0,1.0,1.0,0.5,11999100.0,5.5,325810.0,111.0,43050.0,339.0,9600.0,5618.1,640.0,8959.1,320.0,97492.3,40.0,49527524.0,8,,,,,,
16/121,2016-10-20,2.0,4.0,7.0,15.0,28.0,45.0,19.0,28,4.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1826770.0,72.0,67650.0,178.9,9600.0,3850.0,640.0,5051.5,320.0,71046.1,40.0,40782879.0,2,,,,,,
16/122,2016-10-22,3.0,12.0,13.0,20.0,33.0,43.0,35.0,,4.0,2.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1468460.0,138.5,28270.0,211.2,9600.0,6355.3,640.0,4660.2,320.0,72592.7,40.0,39347881.0,3,,,,,,
16/123,2016-10-25,7.0,8.0,12.0,17.0,22.0,29.0,14.0,12,5.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,2.5,30026600.0,9.5,528640.0,329.0,40700.0,763.0,9600.0,16338.8,640.0,17687.8,320.0,264959.8,40.0,131171453.0,7,,,,,,
16/124,2016-10-27,8.0,16.0,17.0,34.0,35.0,44.0,41.0,"8,17",3.0,3.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1738780.0,55.5,83540.0,85.5,9600.0,2713.5,640.0,2806.5,320.0,48327.3,40.0,33568510.0,8,,,,,,
16/125,2016-10-29,22.0,26.0,32.0,38.0,43.0,47.0,42.0,,1.0,5.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,914890.0,62.5,78070.0,146.0,9600.0,2658.5,640.0,4190.0,320.0,51467.7,40.0,36865902.0,22,,,,,,
16/126,2016-11-01,1.0,2.0,21.0,31.0,33.0,36.0,8.0,,3.0,3.0,4.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,959820.0,101.0,50680.0,257.9,9600.0,5359.2,640.0,7498.9,320.0,89801.5,40.0,48075501.0,1,,,,,,
16/127,2016-11-03,6.0,14.0,18.0,22.0,30.0,38.0,47.0,,4.0,2.0,0.0,6.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,48176818.0,6,,,,,,
16/128,2016-11-05,9.0,12.0,31.0,39.0,42.0,46.0,48.0,,2.0,4.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.5,1013580.0,62.5,108110.0,183.5,9600.0,3677.2,640.0,5625.5,320.0,74273.4,40.0,50833134.0,9,,,,,,
16/129,2016-11-08,3.0,5.0,6.0,11.0,34.0,42.0,28.0,42,4.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.5,28255500.0,5.5,519940.0,101.0,75500.0,334.5,9600.0,6214.1,640.0,10081.7,320.0,122732.6,40.0,67173953.0,3,,,,,,
16/130,2016-11-10,3.0,17.0,38.0,39.0,46.0,49.0,37.0,3,2.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,845630.0,45.0,100220.0,93.7,9600.0,2210.5,640.0,3206.2,320.0,43677.7,40.0,32365780.0,3,,,,,,
16/131,2016-11-13,2.0,16.0,27.0,29.0,34.0,41.0,42.0,,2.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,33.5,173040.0,117.0,9600.0,2749.7,640.0,3825.0,320.0,57810.7,40.0,41380026.0,2,,,,,,
16/132,2016-11-15,10.0,15.0,17.0,18.0,27.0,40.0,26.0,27,4.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.5,1062350.0,51.5,110010.0,197.5,9600.0,3922.1,640.0,5695.3,320.0,77323.3,40.0,46087431.0,10,,,,,,
16/133,2016-11-17,5.0,18.0,26.0,28.0,30.0,45.0,33.0,18,2.0,4.0,2.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,72070.0,231.0,9600.0,4868.6,640.0,6713.8,320.0,88434.8,40.0,52672914.0,5,,,,,,
16/134,2016-11-19,2.0,6.0,23.0,24.0,37.0,42.0,32.0,,4.0,2.0,2.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,3.5,766810.0,83.0,86220.0,262.0,9600.0,4887.5,640.0,7397.4,320.0,94266.7,40.0,58227586.0,2,,,,,,
16/135,2016-11-22,12.0,13.0,16.0,18.0,38.0,40.0,5.0,,4.0,2.0,1.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,3359140.0,157.5,56870.0,298.7,9600.0,7203.4,640.0,9193.6,320.0,124138.5,40.0,74063471.0,12,,,,,,
16/136,2016-11-24,3.0,9.0,24.0,31.0,38.0,49.0,41.0,38,3.0,3.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.5,2606900.0,106.5,97910.0,260.0,9600.0,7497.1,640.0,8493.0,320.0,143131.2,40.0,82193372.0,3,,,,,,
16/137,2016-11-26,1.0,2.0,3.0,4.0,7.0,10.0,33.0,3,6.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,23.5,2815140.0,6.0,38400.0,1334.9,19200.0,604.0,9600.0,24964.1,640.0,13820.1,320.0,235153.1,40.0,89142376.0,1,,,,,,
16/138,2016-11-29,4.0,11.0,18.0,22.0,24.0,49.0,25.0,4,5.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,8000000.0,3.0,495440.0,73.0,54290.0,186.5,9600.0,3650.4,640.0,4964.7,320.0,66966.8,40.0,35709168.0,4,,,,,,
16/139,2016-12-01,9.0,15.0,18.0,21.0,24.0,37.0,16.0,"18,24",5.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1652470.0,44.5,99020.0,141.0,9600.0,2726.0,640.0,4234.5,320.0,51792.7,40.0,34501896.0,9,,,,,,
16/140,2016-12-03,8.0,13.0,23.0,30.0,47.0,48.0,7.0,,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1607750.0,73.0,58730.0,202.5,9600.0,3856.2,640.0,5739.2,320.0,66268.4,40.0,38291968.0,8,,,,,,
16/141,2016-12-06,3.0,7.0,17.0,29.0,32.0,49.0,11.0,,3.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,9419065.0,1.0,2004950.0,82.0,65200.0,279.5,9600.0,4242.8,640.0,7968.4,320.0,78458.4,40.0,47731773.0,3,,,,,,
16/142,2016-12-08,9.0,24.0,26.0,28.0,37.0,39.0,29.0,,2.0,4.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,14952940.0,2.5,737850.0,54.0,91090.0,192.0,9600.0,3923.9,640.0,5847.7,320.0,72867.7,40.0,41952244.0,9,,,,,,
16/143,2016-12-10,7.0,22.0,32.0,33.0,34.0,39.0,45.0,39,2.0,4.0,3.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.5,771075.0,64.0,64250.0,120.0,9600.0,3237.6,640.0,3422.5,320.0,55143.1,40.0,33005201.0,7,,,,,,
16/144,2016-12-13,7.0,14.0,26.0,31.0,38.0,44.0,37.0,7,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,7638375.0,1.0,2168560.0,73.5,78670.0,140.5,9600.0,3422.9,640.0,4229.1,320.0,64348.9,40.0,43247428.0,7,,,,,,
16/145,2016-12-15,15.0,19.0,20.0,32.0,33.0,34.0,23.0,,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.5,6738495.0,1.5,1297470.0,69.0,75210.0,130.5,9600.0,2810.7,640.0,4297.3,320.0,55831.4,40.0,38736961.0,15,,,,,,
16/146,2016-12-18,3.0,10.0,21.0,26.0,28.0,38.0,29.0,,3.0,3.0,2.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,95.5,43220.0,197.0,9600.0,4908.4,640.0,5555.9,320.0,82328.1,40.0,39713694.0,3,,,,,,
16/147,2016-12-20,5.0,28.0,32.0,34.0,37.0,48.0,39.0,28,1.0,5.0,2.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1101720.0,70.0,83940.0,151.0,9600.0,3288.0,640.0,4801.6,320.0,63777.9,40.0,44044595.0,5,,,,,,
16/148,2016-12-23,4.0,14.0,16.0,25.0,32.0,35.0,47.0,32,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,0.5,13721125.0,1.5,1755720.0,56.5,124290.0,179.5,9600.0,4176.2,640.0,5200.5,320.0,78738.7,40.0,52784003.0,4,,,,,,
16/149,2016-12-25,3.0,4.0,10.0,26.0,37.0,43.0,41.0,4,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,65.5,79250.0,106.5,9600.0,3547.7,640.0,3350.2,320.0,66716.5,40.0,39435160.0,3,,,,,,
16/150,2016-12-29,2.0,11.0,13.0,15.0,17.0,21.0,26.0,,6.0,0.0,5.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,637470.0,210.5,32300.0,282.0,9600.0,6851.4,640.0,7078.2,320.0,107779.0,40.0,59905335.0,2,,,,,,
